Object_ID,Location,City,Housing_Units,Year_Built,Monthly_Rent_Range,Latitude,Longitude
466,Nigeria,Nassarawa,2,2020,168881,9.14,5.79
467,Nigeria,Uromi,4,2014,50531,7.2,4.39
468,Nigeria,Sofo-Birnin-Gwari,3,2018,184845,6.98,5.58
469,Nigeria,Mahuta,4,2023,53943,9.08,5.68
470,Nigeria,Iwo,1,2017,184466,6.89,3.13
471,Nigeria,Kende,1,2019,198397,8.23,4.31
472,Nigeria,Isanlu Itedoijowa,5,2020,182035,8.93,5.25
473,Nigeria,Wushishi,5,2023,131826,7.44,5.6
474,Nigeria,Gusau,5,2019,133683,8.14,5.6
475,Nigeria,Oyan,1,2013,51133,7.69,4.51
476,Nigeria,Elele,2,2019,243511,7.55,3.92
477,Nigeria,Wagini,1,2017,70013,8.62,5.03
478,Nigeria,Ukata,4,2023,169844,8.51,5.42
479,Nigeria,Omu Aran,3,2021,150067,6.6,5.2
480,Nigeria,Tofa,5,2019,248682,7.81,4.41
481,Nigeria,Ohafia-Ifigh,2,2014,102059,6.43,3.2
482,Nigeria,Ruma,3,2018,212350,9.12,5.13
483,Nigeria,Owerri,3,2015,153403,8.49,5.47
484,Nigeria,Ake-Eze,4,2015,212976,6.77,5.59
485,Nigeria,Ughelli,2,2020,97674,6.54,2.77
486,Nigeria,Kiyawa,4,2021,225698,7.3,5.18
487,Nigeria,Ogaminan,3,2019,219033,7.29,2.82
488,Nigeria,Bauchi,5,2015,105467,7.51,4.61
489,Nigeria,Kura,3,2021,136787,8.52,5.77
490,Nigeria,Gashua,2,2022,230611,7.78,3.16
491,Nigeria,Aku,1,2021,109248,8.66,3.4
492,Nigeria,Nkpor,3,2018,121805,6.98,5.01
493,Nigeria,Port Harcourt,2,2015,76939,7.02,5.04
494,Nigeria,Ochobo,3,2015,135771,8.9,4.87
495,Nigeria,Ukata,3,2021,152788,8.01,5.65
496,Nigeria,Abuja,1,2018,147686,7.58,5.43
497,Nigeria,Shani,5,2020,104807,8.27,3.05
498,Nigeria,New Shagunnu,2,2015,55809,6.37,3.12
499,Nigeria,Katsina-Ala,4,2019,53179,8.73,4.51
500,Nigeria,Kwolla,2,2015,123414,7.25,4.13
501,Nigeria,Idi Iroko,4,2021,128421,9.25,4.66
502,Nigeria,Omuo-Ekiti,4,2022,50644,7.06,4.48
503,Nigeria,Uba,1,2023,191131,8.25,4.34
504,Nigeria,Katsina,4,2023,207408,8.27,3.02
505,Nigeria,Holma,1,2016,54035,9.02,2.7
506,Nigeria,Akure,3,2020,104206,9.17,2.67
507,Nigeria,Agenebode,5,2022,183836,6.9,3.08
508,Nigeria,Biliri,5,2016,74651,9.09,3.51
509,Nigeria,Kende,4,2014,241193,8.92,5.82
510,Nigeria,Dambarta,4,2019,146597,7.91,3.54
511,Nigeria,Igbor,3,2018,179418,8.93,3.8
512,Nigeria,Ila Orangun,2,2018,172811,7.8,3.09
513,Nigeria,Illushi,3,2017,197254,6.4,4.1
514,Nigeria,Nkpor,5,2017,162685,9.13,3.0
515,Nigeria,Gujba,4,2017,139988,8.93,5.83
516,Nigeria,Magumeri,2,2018,230203,6.46,3.44
517,Nigeria,Kachia,1,2017,238773,6.96,3.86
518,Nigeria,Mekkaw,2,2019,151344,7.55,3.1
519,Nigeria,Badeggi,2,2023,242749,7.71,4.21
520,Nigeria,Omoku,5,2016,195262,8.57,3.55
521,Nigeria,Dan Sadau,2,2020,83538,8.84,4.19
522,Nigeria,Oguta,4,2015,239254,8.66,4.76
523,Nigeria,Ozubulu,4,2021,68231,6.4,4.42
524,Nigeria,Nkwerre,5,2015,196706,8.95,4.33
525,Nigeria,Obudu,2,2017,173093,7.1,4.84
526,Nigeria,Abakaliki,1,2023,150005,6.55,2.92
527,Nigeria,Makoko,4,2020,108029,7.61,5.01
528,Nigeria,Garko,1,2022,138895,6.82,5.53
529,Nigeria,Miringa,5,2018,241701,8.89,4.91
530,Nigeria,Oguma,2,2018,195025,7.54,5.0
531,Nigeria,Tofa,2,2015,149582,6.49,5.09
532,Nigeria,Ochobo,2,2015,134173,8.55,3.39
533,Nigeria,Siluko,4,2017,87860,7.45,4.04
534,Nigeria,Siluko,4,2016,186039,7.44,4.04
535,Nigeria,Obiaruku Quarters,5,2023,153529,9.12,3.1
536,Nigeria,Aba,4,2018,88145,7.27,3.73
537,Nigeria,Opi,2,2018,70140,7.88,4.34
538,Nigeria,Jega,4,2014,227893,9.34,5.12
539,Nigeria,Gamawa,4,2018,176310,7.57,5.54
540,Nigeria,Ochobo,4,2019,103924,6.64,5.4
541,Nigeria,Zungeru,5,2020,124875,7.69,5.54
542,Nigeria,Sabon Gari-Nangere,5,2023,230626,7.19,2.84
543,Nigeria,Zaki Biam,1,2017,200811,8.78,4.08
544,Nigeria,Anchau,1,2017,151403,8.96,3.43
545,Nigeria,Ode,4,2013,158493,8.02,4.24
546,Nigeria,Ogoja,2,2015,54138,6.89,4.51
547,Nigeria,Kaiama,1,2018,232958,8.81,5.29
548,Nigeria,Otun,4,2023,147172,8.02,3.63
549,Nigeria,Tofa,3,2014,56683,7.74,5.48
550,Nigeria,Marte,4,2014,184566,8.77,3.13
551,Nigeria,Siluko,5,2021,203064,8.89,5.95
552,Nigeria,Rano,4,2014,166537,7.3,3.11
553,Nigeria,Osogbo,5,2013,191678,9.05,3.21
554,Nigeria,Wawa,4,2021,249453,6.92,4.27
555,Nigeria,Maru,4,2022,145707,6.49,2.96
556,Nigeria,Vom,5,2023,94409,7.03,2.71
557,Nigeria,Onueke,5,2014,189357,8.79,3.76
558,Nigeria,Dakingari,3,2013,111696,7.28,4.92
559,Nigeria,Nassarawa,4,2019,209261,7.84,4.85
560,Nigeria,Zaria,3,2020,145311,7.95,3.74
561,Nigeria,Lalupon,3,2013,133563,8.2,4.08
562,Nigeria,Tofa,4,2022,128261,7.11,3.01
563,Nigeria,Potiskum,1,2016,73553,9.01,4.23
564,Nigeria,Lokoja,5,2021,199417,9.06,4.82
565,Nigeria,Igbo-Ukwu,1,2019,174685,7.96,2.72
566,Nigeria,Mekkaw,5,2015,58255,6.63,4.2
567,Nigeria,Igbo-Ukwu,2,2014,131184,6.56,2.84
568,Nigeria,Shinkafe,3,2019,61134,7.7,5.15
569,Nigeria,Yandev,2,2023,168818,8.52,3.86
570,Nigeria,Siluko,4,2020,64729,9.29,4.03
571,Nigeria,Bukuru,2,2018,184189,7.51,4.09
572,Nigeria,Okrika,5,2016,211281,8.24,4.4
573,Nigeria,Itu,2,2015,182185,8.89,3.66
574,Nigeria,Nkpor,3,2020,114512,7.87,2.68
575,Nigeria,Gusau,2,2015,106934,6.38,5.26
576,Nigeria,Ilare,3,2021,56913,9.35,4.55
577,Nigeria,Kabba,4,2016,192391,7.51,5.3
578,Nigeria,Potiskum,3,2018,100110,6.42,4.56
579,Nigeria,Kwolla,4,2023,203883,8.67,5.2
580,Nigeria,Gaya,2,2013,237997,8.94,5.79
581,Nigeria,Mekkaw,2,2014,109221,6.56,4.63
582,Nigeria,Kishi,4,2016,226998,8.16,4.41
583,Nigeria,Orodo,1,2016,225983,9.29,3.06
584,Nigeria,Auna,1,2013,218511,8.69,5.56
585,Nigeria,Gajiram,5,2021,100363,8.74,5.73
586,Nigeria,Mashi,1,2017,209184,8.3,5.88
587,Nigeria,Ete,1,2020,210939,7.96,4.41
588,Nigeria,Gamawa,5,2019,198281,9.27,3.56
589,Nigeria,Gakem,1,2020,202880,6.91,5.78
590,Nigeria,Nnewi,3,2013,215507,6.48,3.52
591,Nigeria,Nnewi,1,2013,239751,8.78,3.51
592,Nigeria,Konduga,1,2019,102575,8.59,5.72
593,Nigeria,Kishi,1,2014,239039,8.09,4.79
594,Nigeria,Omuo-Ekiti,3,2016,183929,9.35,3.63
595,Nigeria,Kaura Namoda,4,2023,162842,6.74,4.84
596,Nigeria,Kwali,2,2021,123881,7.91,4.25
597,Nigeria,Illushi,3,2017,83265,8.62,3.75
598,Nigeria,Orlu,4,2020,217551,7.07,3.23
599,Nigeria,Ore,1,2013,207647,9.2,2.86
600,Nigeria,Boje,1,2018,153777,7.91,2.93
601,Nigeria,Uyo,2,2022,165890,8.83,3.59
602,Nigeria,Mashi,1,2013,216846,7.62,4.45
603,Nigeria,Igboho,5,2016,224392,7.96,5.84
604,Nigeria,Mayo Belwa,1,2022,227898,6.41,4.62
605,Nigeria,Mubi,1,2016,151440,6.36,3.95
606,Nigeria,Mutum Biyu,2,2017,228539,7.16,5.96
607,Nigeria,Amaigbo,5,2016,205095,7.57,5.12
608,Nigeria,Zungeru,2,2019,156798,8.03,4.67
609,Nigeria,Amper,1,2021,189272,7.66,5.4
610,Nigeria,Tegina,4,2014,175491,7.63,5.57
611,Nigeria,Kukawa,3,2021,100457,7.07,5.3
612,Nigeria,Okigwi,4,2018,227964,9.13,3.38
613,Nigeria,Kafarati,2,2015,104912,8.07,5.31
614,Nigeria,Danja,5,2021,74788,6.42,4.94
615,Nigeria,Ndeaboh,1,2013,206918,8.34,5.53
616,Nigeria,Yenagoa,3,2016,146696,8.96,4.96
617,Nigeria,Okpoma,2,2021,144907,8.1,5.96
618,Nigeria,Kaingiwa,3,2018,82068,8.49,4.71
619,Nigeria,Bomadi,1,2022,226448,9.07,3.46
620,Nigeria,Obudu,3,2015,216416,6.82,3.72
621,Nigeria,Ndeaboh,1,2023,81341,8.95,3.9
622,Nigeria,Owo,2,2019,229888,6.81,5.27
623,Nigeria,Ode,5,2016,53806,7.54,3.46
624,Nigeria,Musawa,3,2019,162967,8.96,2.97
625,Nigeria,Kagoro,3,2021,140905,8.08,3.09
626,Nigeria,Gorgoram,2,2014,241992,9.06,4.32
627,Nigeria,Omoku,4,2013,139142,8.51,3.17
628,Nigeria,Buni Yadi,1,2016,72315,7.94,2.92
629,Nigeria,Matsena,2,2014,110241,9.09,4.74
630,Nigeria,Jakusko,2,2014,84759,7.93,4.81
631,Nigeria,Dapchi,4,2016,227502,8.07,4.91
632,Nigeria,Malummaduri,5,2023,89361,6.63,4.48
633,Nigeria,Oju,5,2019,186197,8.91,4.65
634,Nigeria,Gusau,2,2016,126036,8.83,4.3
635,Nigeria,Magumeri,5,2021,230121,7.58,4.93
636,Nigeria,Wasagu,1,2017,143056,7.6,2.98
637,Nigeria,Akwanga,2,2021,50491,6.34,2.93
638,Nigeria,Abua,2,2022,200350,7.59,4.46
639,Nigeria,Mahuta,2,2016,51471,7.76,3.08
640,Nigeria,Idah,2,2019,186125,8.57,2.97
641,Nigeria,Tegina,1,2016,79788,7.37,5.57
642,Nigeria,Patani,1,2021,58103,7.08,5.88
643,Nigeria,Shanga,2,2018,156343,9.17,3.2
644,Nigeria,Zaria,1,2020,109814,8.17,5.91
645,Nigeria,Pindiga,1,2019,185819,9.2,3.91
646,Nigeria,Omu Aran,5,2013,115047,6.96,4.41
647,Nigeria,Agenebode,2,2022,230143,9.09,5.84
648,Nigeria,Ipoti,2,2022,148680,8.34,3.27
649,Nigeria,Ogurugu,1,2013,183670,7.92,3.22
650,Nigeria,Saki,4,2021,176576,6.51,3.19
651,Nigeria,Modakeke,2,2021,238488,8.78,4.93
652,Nigeria,Patani,3,2022,66224,6.64,3.72
653,Nigeria,Nassarawa,1,2018,126773,8.09,4.06
654,Nigeria,Wushishi,2,2018,107886,7.39,4.2
655,Nigeria,Akwanga,3,2023,155752,7.47,2.9
656,Nigeria,Obiaruku Quarters,5,2015,122355,8.86,3.41
657,Nigeria,Disina,3,2022,55936,7.89,3.69
658,Nigeria,Kumagunnam,3,2022,114081,7.63,5.68
659,Nigeria,Ozubulu,5,2013,244709,9.15,4.59
660,Nigeria,Lere,4,2015,165916,6.46,4.99
661,Nigeria,Riti,4,2014,71036,7.74,5.8
662,Nigeria,Idah,4,2014,238804,9.35,5.55
663,Nigeria,Tokombere,3,2022,108042,6.64,2.99
664,Nigeria,Jega,1,2023,168016,8.47,3.34
665,Nigeria,Afikpo,3,2016,201173,7.14,5.12
666,Nigeria,Gagarawa,5,2013,219179,7.65,5.43
667,Nigeria,Holma,1,2020,115367,8.26,3.89
668,Nigeria,Okigwi,2,2021,91401,7.73,3.87
669,Nigeria,Danja,5,2017,223252,7.88,5.51
670,Nigeria,Illushi,5,2019,71007,7.43,5.2
671,Nigeria,Ochobo,2,2020,165766,7.91,4.68
672,Nigeria,Etinan,3,2013,240584,7.39,3.88
673,Nigeria,Sade,4,2018,230939,6.52,5.42
674,Nigeria,Akankpa,3,2019,65240,9.31,4.1
675,Nigeria,Warri,5,2023,230940,6.81,5.53
676,Nigeria,Numan,5,2013,124213,8.04,4.2
677,Nigeria,Kafachan,2,2014,122493,7.67,5.19
678,Nigeria,Disina,2,2016,90439,7.28,3.57
679,Nigeria,Soba,4,2016,183111,7.8,3.75
680,Nigeria,Ogaminan,2,2017,217555,7.35,3.9
681,Nigeria,Idah,2,2020,133562,8.74,2.93
682,Nigeria,Bukuru,3,2017,229378,8.01,4.21
683,Nigeria,Rabah,1,2023,111510,7.4,2.8
684,Nigeria,Jimeta,5,2019,190475,9.1,4.27
685,Nigeria,Koton Karifi,4,2016,235442,7.88,4.01
686,Nigeria,Shani,5,2017,79910,8.31,4.75
687,Nigeria,Ilesa,4,2020,224055,6.5,4.44
688,Nigeria,Kujama,1,2014,154768,6.92,4.16
689,Nigeria,Ndeaboh,4,2020,114489,7.65,5.52
690,Nigeria,Ndeaboh,1,2014,99960,8.07,2.79
691,Nigeria,Damasak,3,2013,105308,7.11,5.33
692,Nigeria,Gamawa,4,2013,234260,6.68,4.45
693,Nigeria,Ifo,2,2021,162466,9.2,3.43
694,Nigeria,Ode,4,2017,220573,8.21,2.98
695,Nigeria,Mafa,3,2019,243082,6.55,3.48
696,Nigeria,Lere,1,2019,185567,9.09,3.55
697,Nigeria,Ugba,5,2020,94324,7.6,5.07
698,Nigeria,Omoku,4,2023,185283,7.85,4.12
699,Nigeria,Akankpa,1,2017,208670,6.78,5.61
700,Nigeria,Gwandu,5,2016,137092,8.91,3.48
701,Nigeria,Egbe,5,2016,129084,8.81,4.19
702,Nigeria,Holma,5,2020,223915,8.58,5.35
703,Nigeria,Gwio Kura,5,2013,104175,8.97,2.84
704,Nigeria,Onitsha,1,2020,120717,8.08,2.83
705,Nigeria,Owode,1,2023,232017,6.92,4.68
706,Nigeria,Kujama,4,2021,223344,7.91,3.37
707,Nigeria,Obonoma,4,2022,234352,6.74,4.64
708,Nigeria,Ringim,1,2020,230507,7.51,3.69
709,Nigeria,Biliri,4,2021,189243,8.6,4.8
710,Nigeria,Auna,5,2016,244833,6.92,5.91
711,Nigeria,Orlu,4,2016,232616,7.35,3.22
712,Nigeria,Sade,5,2019,107103,7.37,5.89
713,Nigeria,Okpo,2,2015,188304,7.25,4.56
714,Nigeria,Dadiya,3,2022,118590,9.25,4.1
715,Nigeria,Ndeaboh,3,2022,199451,8.48,5.39
716,Nigeria,Rijau,5,2015,170161,7.68,4.41
717,Nigeria,Lokoja,1,2013,189897,9.24,5.13
718,Nigeria,Kuta,5,2018,120668,6.67,4.84
719,Nigeria,Ibadan,2,2021,53062,7.14,5.16
720,Nigeria,Omuo-Ekiti,4,2018,206948,8.3,4.74
721,Nigeria,Talata Mafara,4,2015,72125,7.81,4.02
722,Nigeria,Shinkafe,3,2014,72679,7.22,4.27
723,Nigeria,Saki,5,2020,103978,7.22,4.02
724,Nigeria,Maiyema,2,2016,235896,9.37,3.47
725,Nigeria,Shinkafe,3,2015,208218,9.04,4.34
726,Nigeria,Dapchi,1,2016,161216,8.61,4.91
727,Nigeria,Bokkos,1,2023,195459,7.46,5.27
728,Nigeria,Yanda Bayo,3,2021,79377,6.85,5.85
729,Nigeria,Jimeta,3,2013,201121,8.17,4.57
730,Nigeria,Fiditi,5,2013,127993,8.9,4.97
731,Nigeria,Bokani,2,2018,147226,9.32,5.76
732,Nigeria,Opi,2,2016,76870,8.25,3.65
733,Nigeria,Buni Yadi,5,2019,123455,6.42,3.13
734,Nigeria,Nnewi,1,2015,201407,7.98,5.09
735,Nigeria,Gwadabawa,4,2021,177341,6.51,3.77
736,Nigeria,Maiduguri,4,2020,90034,6.44,5.85
737,Nigeria,Agbani,2,2014,238388,8.55,5.76
738,Nigeria,Samamiya,1,2014,56471,8.9,5.11
739,Nigeria,Yanda Bayo,1,2021,145859,8.69,4.54
740,Nigeria,Tambawel,4,2023,156038,8.76,3.7
741,Nigeria,Magumeri,3,2014,193885,7.95,4.87
742,Nigeria,Kari,4,2015,220021,9.24,3.57
743,Nigeria,Kumagunnam,3,2015,222068,8.16,4.98
744,Nigeria,Gumel,4,2018,64689,8.08,4.29
745,Nigeria,Mokwa,3,2013,176268,7.77,4.84
746,Nigeria,Sapele,4,2023,62341,6.38,3.72
747,Nigeria,Uromi,4,2015,209324,6.5,5.61
748,Nigeria,Ugep,4,2020,248567,8.67,5.15
749,Nigeria,Jebba,3,2020,140903,8.96,4.47
750,Nigeria,Kuje,1,2018,238137,7.76,3.44
751,Nigeria,Olupona,1,2020,176324,7.11,4.05
752,Nigeria,Keffin Hausa,5,2018,188608,8.52,3.67
753,Nigeria,Obubra,3,2018,129214,9.19,3.99
754,Nigeria,Ughelli,3,2017,230094,8.29,3.35
755,Nigeria,Okpo,4,2013,173394,6.35,5.87
756,Nigeria,Kusheriki,1,2018,106535,8.39,2.95
757,Nigeria,Amper,1,2015,206458,9.23,3.6
758,Nigeria,Adani,3,2016,83573,8.59,3.99
759,Nigeria,Danja,1,2022,120658,7.9,3.36
760,Nigeria,Ebute Ikorodu,5,2018,158952,7.23,4.48
761,Nigeria,New Shagunnu,5,2018,94364,8.14,4.23
762,Nigeria,Danja,4,2020,74587,8.28,5.83
763,Nigeria,Ngala,2,2023,203656,8.31,3.32
764,Nigeria,Riti,5,2023,96409,7.44,3.45
765,Nigeria,Bukuru,1,2019,173048,8.11,4.45
766,Nigeria,Zalanga,3,2023,213143,6.65,2.98
767,Nigeria,Ndeaboh,4,2022,195946,6.95,4.17
768,Nigeria,Keffi,3,2018,163623,8.35,5.06
769,Nigeria,Vom,1,2015,87295,8.57,3.31
770,Nigeria,Misau,4,2013,59789,8.14,5.52
771,Nigeria,Sauri,5,2014,244052,7.01,3.47
772,Nigeria,Wurno,3,2023,233861,6.51,4.44
773,Nigeria,Wagini,3,2016,165992,6.77,3.7
774,Nigeria,Agbani,5,2018,123565,7.98,3.22
775,Nigeria,Yandev,3,2015,53186,8.53,2.77
776,Nigeria,Gorgoram,3,2019,115781,8.17,3.02
777,Nigeria,Owerri,3,2020,177800,8.95,3.68
778,Nigeria,Pategi,4,2023,115119,8.2,4.64
779,Nigeria,Akwanga,4,2019,93673,9.08,4.22
780,Nigeria,Rahama,1,2015,139072,7.27,5.09
781,Nigeria,Afikpo,4,2019,75752,7.85,5.61
782,Nigeria,Yola,5,2015,152342,6.99,5.93
783,Nigeria,Kaduna,1,2017,232257,7.88,2.99
784,Nigeria,Iwo,2,2019,189931,9.09,5.04
785,Nigeria,Idah,5,2016,50361,8.59,3.38
786,Nigeria,Madara,1,2020,180081,7.61,5.93
787,Nigeria,Sabon Gari-Nangere,2,2013,122327,6.78,5.08
788,Nigeria,Gwaram,4,2022,193550,9.37,3.67
789,Nigeria,Owode,1,2013,189557,8.63,5.91
790,Nigeria,Idanre,4,2013,125434,8.36,5.96
791,Nigeria,Kaduna,1,2019,125297,8.82,4.54
792,Nigeria,Esuk Oron,3,2018,86660,6.36,5.35
793,Nigeria,Amaigbo,4,2018,56743,7.76,3.55
794,Nigeria,Idi Iroko,4,2022,194069,8.46,3.52
795,Nigeria,Orita Eruwa,4,2016,202209,7.96,3.99
796,Nigeria,Aba,3,2019,59624,8.93,5.53
797,Nigeria,Ogaminan,1,2022,152812,8.18,4.58
798,Nigeria,Bununu Kasa,4,2022,231342,9.05,4.24
799,Nigeria,Danja,1,2020,183062,8.04,2.97
800,Nigeria,Mahuta,3,2014,197327,7.62,3.23
801,Nigeria,Siluko,5,2017,60864,8.9,5.0
802,Nigeria,Obollo-Afor,4,2023,138796,8.36,2.9
803,Nigeria,Lalupon,4,2013,249204,7.89,3.99
804,Nigeria,Takai,4,2013,165182,7.56,2.74
805,Nigeria,Koton Karifi,2,2017,102773,7.58,5.31
806,Nigeria,Uba,1,2014,128767,6.82,3.12
807,Nigeria,Pankshin,5,2018,98999,6.36,3.79
808,Nigeria,Gwaram,1,2018,64678,6.66,3.71
809,Nigeria,Gashua,4,2020,156876,7.53,5.66
810,Nigeria,Wukari,4,2022,214855,8.32,3.98
811,Nigeria,Orodo,1,2017,63540,8.92,2.7
812,Nigeria,Ejigbo,1,2014,138037,8.92,2.91
813,Nigeria,Uba,5,2017,167123,7.21,3.85
814,Nigeria,Ondo,4,2014,80775,8.21,4.78
815,Nigeria,Wudil,5,2015,113750,7.5,5.01
816,Nigeria,Holma,5,2020,75185,9.21,5.54
817,Nigeria,Neni,1,2023,107537,7.19,5.6
818,Nigeria,Abuochiche,2,2017,170016,6.74,2.89
819,Nigeria,Lapai,5,2021,71017,8.81,2.78
820,Nigeria,Fika,4,2021,181923,8.38,4.93
821,Nigeria,Jega,1,2022,246179,6.39,5.49
822,Nigeria,Mberubu,5,2015,80935,6.54,3.94
823,Nigeria,Auna,3,2015,237226,9.2,3.78
824,Nigeria,Kankara,2,2015,189932,9.34,5.63
825,Nigeria,Ogoja,3,2014,179306,9.05,5.49
826,Nigeria,Oguta,2,2019,211690,9.13,4.71
827,Nigeria,Lere,4,2021,150085,7.07,4.05
828,Nigeria,Ngala,1,2023,170039,9.22,2.9
829,Nigeria,Ete,1,2020,248089,7.63,3.32
830,Nigeria,Agbor,5,2022,181921,8.35,5.24
831,Nigeria,Gwandu,3,2022,156616,8.78,4.44
832,Nigeria,Takum,5,2014,154376,8.41,5.28
833,Nigeria,Egbe,2,2013,139908,8.56,3.48
834,Nigeria,Igboho,1,2019,92062,7.28,3.92
835,Nigeria,Kaltungo,4,2019,154107,7.7,5.41
836,Nigeria,Amper,3,2016,165878,6.52,5.08
837,Nigeria,Lokoja,3,2018,117870,8.48,4.91
838,Nigeria,Miringa,3,2013,154594,7.95,3.65
839,Nigeria,Malummaduri,2,2023,53698,7.81,5.87
840,Nigeria,Okuta,5,2013,192803,7.18,3.08
841,Nigeria,Anka,3,2020,68586,7.76,3.17
842,Nigeria,Mayo Belwa,5,2023,123535,7.62,5.49
843,Nigeria,Bornu Yassu,1,2018,189773,7.11,4.58
844,Nigeria,Hunkuyi,1,2014,67907,7.99,4.42
845,Nigeria,Magumeri,2,2022,135158,7.64,4.54
846,Nigeria,Kafarati,5,2017,51093,6.67,5.5
847,Nigeria,Ndeaboh,4,2021,149215,9.13,5.26
848,Nigeria,Gora,1,2021,144002,8.08,4.53
849,Nigeria,Sokoto,2,2021,166306,7.86,3.14
850,Nigeria,Obollo-Afor,4,2023,170854,8.64,3.51
851,Nigeria,Okpoma,2,2019,157740,7.73,5.81
852,Nigeria,Kafarati,1,2023,66426,8.58,4.65
853,Nigeria,Amassoma,3,2015,190235,7.29,4.01
854,Nigeria,Kiyawa,5,2013,100244,7.76,3.6
855,Nigeria,Jibiya,3,2021,91232,6.58,4.57
856,Nigeria,Umuahia,2,2020,214672,6.86,4.57
857,Nigeria,Auna,4,2020,74980,7.63,5.68
858,Nigeria,Otukpa,2,2019,135647,9.2,4.74
859,Nigeria,Iperu,1,2021,230567,8.27,5.42
860,Nigeria,Miringa,4,2016,89350,7.08,3.56
861,Nigeria,Owo,2,2019,94478,6.59,3.46
862,Nigeria,Dadiya,1,2019,159182,7.67,2.95
863,Nigeria,Talata Mafara,1,2017,73829,6.43,4.56
864,Nigeria,Ikang,3,2022,123789,7.49,5.62
865,Nigeria,Kujama,1,2021,238534,9.11,4.01
866,Nigeria,New Shagunnu,2,2014,245033,7.94,4.58
867,Nigeria,Ikeja,1,2016,180627,9.32,4.92
868,Nigeria,Toungo,1,2013,174263,8.01,2.84
869,Nigeria,Mutum Biyu,2,2014,87911,8.6,3.16
870,Nigeria,Gujba,2,2019,188807,7.18,5.03
871,Nigeria,Moriki,5,2013,191642,6.95,3.64
872,Nigeria,Kwale,5,2019,101400,6.69,4.47
873,Nigeria,Dutsin Ma,4,2017,195633,7.89,3.67
874,Nigeria,Aku,4,2022,106406,7.28,3.05
875,Nigeria,Lokoja,1,2013,192963,7.32,2.98
876,Nigeria,Rahama,3,2015,248164,8.47,4.49
877,Nigeria,Samamiya,5,2022,164672,6.96,4.66
878,Nigeria,Yuli,4,2020,217978,9.11,5.61
879,Nigeria,Takum,4,2022,79645,8.29,4.6
880,Nigeria,Gwaram,5,2016,117675,9.16,5.88
881,Nigeria,Mutum Biyu,1,2017,125747,7.72,3.97
882,Nigeria,Rahama,5,2020,88234,8.53,3.11
883,Nigeria,Giade,4,2016,76570,6.53,4.7
884,Nigeria,Boje,5,2023,90299,6.57,5.81
885,Nigeria,Esuk Oron,3,2021,92656,6.59,4.27
886,Nigeria,Jega,3,2017,95285,7.14,4.05
887,Nigeria,Ochobo,4,2023,242929,8.63,3.82
888,Nigeria,Umuahia,2,2020,240246,9.05,4.55
889,Nigeria,Kachia,1,2016,148929,8.37,4.86
890,Nigeria,Ibeto,3,2021,132290,8.88,3.87
891,Nigeria,Dankalwa,5,2021,186965,8.93,3.37
892,Nigeria,Gwadabawa,5,2017,74752,6.71,3.82
893,Nigeria,Malumfashi,5,2015,68490,8.0,5.32
894,Nigeria,Uyo,4,2023,248740,7.3,4.67
895,Nigeria,Nsukka,3,2017,110298,6.44,5.77
896,Nigeria,Yelwa,1,2017,212807,8.07,3.31
897,Nigeria,Madara,2,2019,178294,8.0,4.98
898,Nigeria,Elele,4,2022,234261,8.53,5.14
899,Nigeria,Vom,1,2020,121099,8.54,4.07
900,Nigeria,Obiaruku Quarters,3,2016,87001,8.42,3.35
901,Nigeria,Kabba,2,2022,184244,8.43,5.55
902,Nigeria,Jos,4,2017,193977,8.34,4.56
903,Nigeria,Konduga,1,2016,82281,8.98,5.39
904,Nigeria,Mokwa,5,2015,110406,7.75,4.56
905,Nigeria,Igarra,1,2022,125506,7.18,3.8
906,Nigeria,Shaffa,3,2017,198363,7.28,3.96
907,Nigeria,Takai,3,2019,109742,7.92,3.55
908,Nigeria,Oke Iho,1,2021,231251,8.47,3.69
909,Nigeria,Omu Aran,5,2017,187324,6.37,5.87
910,Nigeria,Owerri,1,2014,91427,7.64,5.35
911,Nigeria,Yajiwa,1,2023,237151,7.17,3.76
912,Nigeria,Shaffa,1,2020,171475,6.7,5.11
913,Nigeria,Misau,1,2020,196197,7.04,4.66
914,Nigeria,Igbo Ora,1,2018,115706,6.79,5.13
915,Nigeria,Orerokpe,3,2018,94144,8.26,5.18
916,Nigeria,Gwadabawa,1,2018,217163,6.99,3.54
917,Nigeria,Nguru,5,2014,56764,6.73,4.16
918,Nigeria,Wagini,1,2016,69879,9.23,5.89
919,Nigeria,Itu,4,2019,121307,7.62,3.94
920,Nigeria,Amper,1,2015,136416,6.52,3.32
921,Nigeria,Nkwerre,2,2017,149165,6.67,3.53
922,Nigeria,Dindima,3,2020,138558,8.85,4.51
923,Nigeria,Shinkafe,5,2022,162518,6.67,3.23
924,Nigeria,Kari,2,2017,84939,9.19,5.07
925,Nigeria,Otukpa,5,2015,142220,9.03,3.97
926,Nigeria,Hunkuyi,3,2017,110719,8.44,5.41
927,Nigeria,Ode,2,2021,187596,6.49,4.97
928,Nigeria,Toungo,3,2018,64912,6.71,4.07
929,Nigeria,Wuyo,3,2013,62939,6.58,2.83
930,Nigeria,Ogwashi-Uku,2,2016,174289,7.25,4.75
931,Nigeria,Gora,5,2022,220926,6.42,5.6
932,Nigeria,Sabon Gari-Nangere,1,2020,60470,7.64,3.42
933,Nigeria,Damasak,1,2021,161817,7.01,3.95
